url,query,annotation
data/quic360/train/images/47017364571_df2f09b3b5_o.jpg,people,People can be seen walking by on the sidewalk outside of the fencing that guards the private property featured.
data/quic360/train/images/47017364571_df2f09b3b5_o.jpg,location,"The image is set in a city square on a small street that appears lined with residential two story efficiencies before reaching a gate that seems to prevent outsiders from freely walking in. Outside of this fencing is a sidewalk and street, before reaching some much taller buildings on the opposite side of the road."
data/quic360/train/images/48556483461_2b397aa2e2_f.jpg,people,Tourists are walking in small groups as they visit a place with obvious historical significance.
data/quic360/train/images/47647069692_1e4f91175a_f.jpg,interior,Shown is the interior of an opulent shopping center made mostly out of golden metal and glass.
data/quic360/train/images/52199824696_a48dcc74c4_f.jpg,location,centered around a river with a paddle wheel for power
data/quic360/train/images/52213955799_426f9ba610_o.jpg,furniture,all the furniture must be unique and neat
data/quic360/train/images/52233164830_c8797a82cc_o.jpg,location,This is a hardscrabble rocky area set near a melting iceberg in the arctic.
data/quic360/train/images/52206125456_8401b9bbdc_k.jpg,location,The checkered painted cliff overlooks a large city with skyscrapers.
data/quic360/train/images/48556621347_e31821b9f7_f.jpg,location,This is a massive round interior of a vast cathedral which is full of tourists..
data/quic360/train/images/48555314726_2285e309ac_f.jpg,location,The center of an indoor room which is circular in shape. The walls are lined with windows and the ceiling is dome shaped.
data/quic360/train/images/52216167811_f52b0ef323_o.jpg,plants,the plants was grow fast and healthy growth
data/quic360/train/images/45044238245_4a9a329c59_f.jpg,building,This is the inside of an office building from a balcony. The balcony overlooks a large corridor.
data/quic360/train/images/48915816243_71a56e3e6e_f.jpg,what they are doing,A crowd of tourists walk around a monument in the center of town watch the sights.
data/quic360/train/images/48068593533_43babf7f4a_f.jpg,street,This is a middle of a street. It is surrounded by various office buildings and cars.
data/quic360/train/images/52195641576_819c97cdd5_o.jpg,mountains,"White ice seen on upper mountains, exposing gray granite like stone."
data/quic360/train/images/52232234688_6d5ba44aa8_o.jpg,landscape,The landscape is fantastic with lots of green trees that are good for shades and relaxing.
data/quic360/train/images/25274839366_8082cf8e21_f.jpg,location,"This is a path leading from a front gate to a rustic home, with the path having wavy designs on the bricks."
data/quic360/train/images/3201365556_15130d1442_k.jpg,building,This is a small courtyard surrounded by older buildings of stone or painted stucco.  There are three buildings that surround three sides with a small road and another building creating the other side.
data/quic360/train/images/23866502566_adf90a2847_k.jpg,location,This is a ravine in the center of a mountainous area with trees sprouting upwards.
data/quic360/train/images/1029767152_60a0231103_o.jpg,people,Eight hikers are standing in a wide circle around the camera.  There are two couples plus one woman and three men.
data/quic360/train/images/32680159228_55a3a07aa8_k.jpg,monuments,This monument is a statue of an Egyptian Pharoah. It's a black statue on a white pedestal.
data/quic360/train/images/50951896601_f2576f204f_o.jpg,location,"This is a short, flat 4-lane bridge over a canal.  The bridge is very brightly lit by yellow lights.  A bus shelter is on the bridge."
data/quic360/train/images/36019202621_9a051b3701_o.jpg,location,"The image is set in an empty Church with a ceremonial surrounding. Overall, the location is very clean and well-lit with the stained glass windows bestowing lovely color from the sun shining through."
data/quic360/train/images/30274252596_a4caa70945_f.jpg,rivers,"The image captures an angle of a large open river that extends as far into the horizon as one can see. This river is divided with small islands and coves, as pictured here."
data/quic360/train/images/2264843284_8fa5d7e26f_o.jpg,interior,This is the interior of a large industrial workspace.  From this location you can see large pieces of equipment and garage doors leading to other work spaces within the building.
data/quic360/train/images/45982043285_51c29354d1_o.jpg,rivers,This is a river that is winding through some hills. There are some rocks in the river that create a bit of whitewater.The rocks even create some mini waterfalls.
data/quic360/train/images/28356863959_6cbe9582e9_o.jpg,location,This is a stage on a pier by the sea surrounded by wood buildings filled with shops.  The stage is labelled 'CENTER STAGE' on the bottom and has a 'PIER 39' sign on top.
data/quic360/train/images/7341911876_358577acf8_b.jpg,interior,"This resembles an abandoned building with concrete floors and walls, with windows on two sides."
data/quic360/train/images/4198160932_3e15fa8872_k.jpg,location,"This is an empty fountain in the middle of a landscaped courtyard, surrounded by buildings in the distance."
data/quic360/train/images/4783254809_7767658a4d_k.jpg,mountains,There is a naturally made window in the shape of a rectangle made on the side of a giant stone. It has lichen and moss on in and through its hole you can see another large lichen-covered rock and behind that some mountains.
data/quic360/train/images/8678954643_701e97c5d8_k.jpg,plants,"This is a potted plant. It is sitting in a clay type pot. The leaves are overflowing over the top, and there are pink flowers on the plant."
data/quic360/train/images/3655692022_f53f987999_o.jpg,houses,"This is a brick house in a residential area.  There is a brick walkway leading from the driveway to the porch, which is adorned with two flower pots and a welcome mat."
data/quic360/train/images/47166556752_13aba42c17_o.jpg,location,"This is by the side of a river running through a city, across which we see buildings several stories tall. On our side we see a grassy open space across a walkway, bordered by apartment buildings."
data/quic360/train/images/23431932740_487817f15d_o.jpg,location,"This is the staples center. The name of the center is on a sign, and the large area lined off with staunchions to control crowd makes this clear."
data/quic360/train/images/11610255214_27b667b795_o.jpg,weather,"The sky above is a vivid blue, the sun is shining high in the sky and there a sparse clouds except for over the mountainous region in the distance where a cluster of gray storm clouds are beginning to form."
data/quic360/train/images/25991824547_183ffa5647_f.jpg,people,"A few dozen people line the inside of a pub or tavern, the majority of them dressed in green to celebrate a particular event or holiday, all seemingly happy to be sharing the space with one another."
data/quic360/train/images/45906414552_ec5064b590_f.jpg,location,"The image is captured in the outdoors on a sunny day where a small, shallow creek is running among rocks that divide the street from a series of plotted properties on the other side."
data/quic360/train/images/43353215365_23033d43fe_o.jpg,building,"This is the Museum of the moon. It has a very high rounded ceiling, with beautiful designs on it. There is a model of the moon hanging down."
data/quic360/train/images/7158431170_5210651cb6_o.jpg,arthitecture,"This is a circular structure made entirely of cemented, irregular,flat pieces of shale-like rock.  The building appears to be blend in with nature as if it was naturally formed out of eroded rock."
data/quic360/train/images/51560892585_0b86e6efb0_f.jpg,rivers,This is a shallow river gorge in a desert plateau.  The river has dried up to be like a long puddle of still water.
data/quic360/train/images/5221896954_92691a5c3d_5k.jpg,location,This is a courtyard in front of a gated church building displaying a two-barred patriarchal cross.  It is a tourist attraction.
data/quic360/train/images/31312739053_190067d353_f.jpg,small objects,"A small garden shovel that is leaning up against a wall in a garage. The handle is short, and not much longer than the main scoop part of the shovel."
data/quic360/train/images/5121966590_7f0c60b5d5_k.jpg,mountains,"Brown colored mountains are visible from a valley, they appear stepped and largely free of vegetation."
data/quic360/train/images/5525297800_ed2864bfbf_k.jpg,location,The location captured in this image features an enclosed metal warehouse setting that appears to be the site of a retail store for selling desert plants.
data/quic360/train/images/29079989217_4c5f250c86_o.jpg,monuments,There is a towering monument with large circular stone base adorned with statues of lions positioned in the middle of a bustling city's traffic roundabout.
data/quic360/train/images/35100519840_3440e2136a_o.jpg,location,This is a rural train station named Hesselby.  In front of the station is a flag of Sweden. There is bicycle parking immediately in front of the station.
data/quic360/train/images/4123499793_48288374e8_o.jpg,arthitecture,"Tale of two sides of the street.  On one side, there are modern high rise apartment buildings with cars parked in front and on the other side there are abandoned, one story houses."
data/quic360/train/images/3282648420_a81ae2e476_o.jpg,location,"This is an dead end of a outdoor shopping area in a Germanic town. Shops include a bank, several clothing stores, and an optical store."
data/quic360/train/images/2715538265_d55c2d1310_o.jpg,trees,"Thick bands of trees create a forest surrounding the rocky shore and rapids of a nearby river, creating a dense cover for what lies behind them."
data/quic360/train/images/8032195202_98d5da6350_o.jpg,monuments,This is a monument of horses that are running. It is a series of around 9 stone horses that appear to be running down the hill.
data/quic360/train/images/2338757279_22951a2451_o.jpg,location,The image is captured outside of a one story home in a small seating area situated on a small paved slab in the comfort of some very tall trees that surround the property.
data/quic360/train/images/6330532245_e10a50649c_k.jpg,building,"This is an abandoned building, it has circular walls that are green, steps and 5 big windows."
data/quic360/train/images/2966211637_e9bc1cba2f_4k.jpg,landscape,"There are two rows of plants that have been planted next to a pond. One row has plants with red leaves, and the other has plants with green leaves."
data/quic360/train/images/960218079_5c58df1e8a_k.jpg,interior,The interior is surrounded on all sides by walls and a ceiling.  It could be in a residential or commercial building.
data/quic360/train/images/5251782682_b3daf66488_5k.jpg,arthitecture,A building that is authoritative in appearance with bright red door looms in the forefront with run-down homes scattered behind it.
data/quic360/train/images/5570360685_49c13b09f4_o.jpg,location,The image is set in the outdoors in a town square where the night time has fallen and tall buildings can be seen on all four sides of the square.
data/quic360/train/images/52013673204_bae574bb1c_o.jpg,building,Cobble stone building with orange stone around the doorways and sob left stone road.
data/quic360/train/images/2584968661_af26972114_k.jpg,plants,"This is a beautifully landscaped area of nature, with large trees and plenty of green foliage."
data/quic360/train/images/11123917856_6fb3b83376_f.jpg,small objects,"A cannon that is in an elevated position. It is coming out of a wheeled, wooden red base."
data/quic360/train/images/29527763387_ae3ce0df15_o.jpg,art,"This is a stylized image featuring a faceless person, USB cables, dice, and plant-like floating fragments of geometric shapes."
data/quic360/train/images/2369369065_b6c3bf1bef_o.jpg,interior,"This is a room in an abandoned building surrounded by windows on three of its four sides, and includes a doorway."
data/quic360/train/images/3259281545_f777085080_k.jpg,location,"The image is set in the outdoors on a paved driveway to a series of establishments that are shaped differently and present a series of concrete novelty structures, such as light towers and windmills, along the paved pathway."
data/quic360/train/images/49580430512_a2ca9257bd_o.jpg,location,"The image captures a wondrous view of the beach side on a sunny and windy day where the winds are directing a visibly choppy surf. Furthermore, the view is captured from the sand with a parking lot on the opposite side of the beach."
data/quic360/train/images/8524383964_5b33f907b4_h.jpg,animals,"Male and female Mallard type ducks can be seen, the males with distinctive teal heads and the females with mostly brown bodies, appearing smaller than the males."
data/quic360/train/images/4793765155_0d68092fb4_o.jpg,plants,"Floral plants that are set at the edge of the large fountain. There are pink, white, and red flowers on the plant."
data/quic360/train/images/46712336375_32a2681eb4_f.jpg,interior,This is a large Mall with two entrances facing each other various stores going in both directions and a glass roof.
data/quic360/train/images/41394696860_3d93dc14ff_o.jpg,interior,The image is set inside of an abandoned and destructed building where the room captured is in ruins with dirt and debris that fills the floor.
data/quic360/train/images/51929064041_2b88fddf06_f.jpg,weather,"The image is set in the outdoors at a time where the sun is setting, but gleaming with bright light on the horizon, which is producing majestic colors of pink, yellow, blue, orange, and purple in the sky."
data/quic360/train/images/28368061595_2095b7dcd4_o.jpg,art,"Graffiti is visible on walls, painted with spray paint making green letters in a stylized way as an expression."
data/quic360/train/images/3691040334_352c0e2a31_o.jpg,weather,The image is set in the outdoors on what is clearly a delightful sunny day featuring mostly blue skies and a small set of white clouds drifting by.
data/quic360/train/images/36748484105_a41bc20872_o.jpg,building,"The image features a downwards view of the parking lot and institutional establishment that the parking lot surrounds. In addition, the view also captures the surrounding area which includes grassy areas, trees, and other institutions with their own property lines. "
data/quic360/train/images/32020501911_2258e24704_f.jpg,building,"The image features an array of building structures that are plotted with tall glass windows that extends upwards many stories high. Overall, this appears to be a commercial district for pedestrians to walk through and explore. "
data/quic360/train/images/26563400294_042a333cee_o.jpg,furniture,"The image is set in a religious setting where there is a ceremonial altar situated in the center of the photo where the sermon from the preacher is orated. In addition, there are sets of pews on both sides in order to seat the visitors. "
data/quic360/train/images/4220602368_4c85150765_k.jpg,building,"The image features a close up capture of a historic structure that appears to have eroded over the course of time. Its composition appears to be stone and although some of the structure has withered away, it still stands strong in some places. "
data/quic360/train/images/26710969216_cb378e0ada_f.jpg,arthitecture,Colonial architecture buildings on either side of the street are interspersed against modern skyscrapers on either side.
data/quic360/train/images/6338099344_6158715d77_o.jpg,building,The image displays a small neighborhood where houses are situated on both sides of the street. The closest house to the center of the image is surrounded by a white picket fence. 
data/quic360/train/images/41830713884_e84877e6f3_o.jpg,building,The image is set outdoors and captured in front of a series of buildings that appear to feature a type of Asian architecture based upon the curved upwards angle of the triangular shape of the roofs on these structures. 
data/quic360/train/images/6238862760_8abc1a149e_o.jpg,location,"The location is at the mouth of a cave, just sheltered from the wind and the elements."
data/quic360/train/images/4005817946_98c290474c_o.jpg,plants,"The landscape is lush with verdancy--plants, trees and bushes, offering a schoolbook lesson in a woodland""s variety."
data/quic360/train/images/31343473666_6a27b7ed72_o.jpg,corridor,The walls of the hallway are painted a bright yellow color and the floors are a dark brown color.
data/quic360/train/images/778050466_ccd04355a9_o.jpg,arthitecture,"This is a white coloured, open air trellis that act as a symbolic cover for one section of a walkway by an urban lake.  The trellis is supported by thick pillars topped by funnel-like light covers.  Above each pillar is a fan out of white trellis supports."
data/quic360/train/images/51035389251_d1f92c28f3_o.jpg,arthitecture,"A sort of bell tower area of a church is ornately fashioned, and features at least 5 unique and separate bell belfries."
data/quic360/train/images/40494440202_a2b2a92a72_o.jpg,small objects,"An Apple I phone is seen, featured rectangular and gray with the Apple logo visible on it."
data/quic360/train/images/49643636368_3bc68fcf29_o.jpg,people,Eight or nine people are standing in front of doors at the side of the lobby of a business school.  One person is wearing a suit and tie. Another person is standing with legs crossed in a yoga /'tree/' pose. Another is wearing a knapsack.
data/quic360/train/images/51120468564_7189578cb2_o.jpg,trees,The image is set in the outdoors where there is an allotment of tall trees. One such tree is emphasized as the center of this image and possesses a significant girth and set of branches filled with leaves. 
data/quic360/train/images/51339171482_7526e67b28_f.jpg,location,The location shown is an outdoor pool area of a hotel complex.
data/quic360/train/images/7333223660_6e6168cdd9_h.jpg,art,The empty room has a lot of graffiti paintings all over in the walls and windows.
data/quic360/train/images/35319852671_0cefea9f96_k.jpg,arthitecture,This is a lage square deck area at the end of a wooden pier. It is made of weathered wood panels and has a fence around the edge of it.
data/quic360/train/images/1311208987_a4c303e5e1_k.jpg,location,This is in the middle of a large public square with many shops and buildings all around.
data/quic360/train/images/51131156050_36aa3b5836_o.jpg,landscape,"The landscape in this scene is of a rocky desert with no people or modern structures in sight. The landscape is of a brown and reddish hue with nothing but dirt and rocky formations as far as the eye can see, as well as a very blue sky."
data/quic360/train/images/24625794668_6e6bb5ed31_f.jpg,garden,"A rose garden is shown. Multiple beds in a row, of pink or rose colored roses grow in tandem. Note that the foliage seems sparse but blooms seem fairly abundant here."
data/quic360/train/images/8261806032_b4a0557a4c_h.jpg,monuments,There is a Christmas tree standing in the center of the plaza.
data/quic360/train/images/48639978638_ad44240ef3_f.jpg,interior,This is a grand marble hall with elaborate stone carvings on display.
data/quic360/train/images/40561367165_3f5b08d9f4_o.jpg,people,Many people have gathered for some kind of event in the middle of a park or central area.
data/quic360/train/images/1819617446_628614666a_o.jpg,building,There are several small brick houses that are around the area.  A small white shed is also seen in the foreground.
data/quic360/train/images/52123316373_3b4b838582_o.jpg,rivers,"A river that has had extensive engineering done on it is visible here. Note the even sides, lined with concrete or concrete blocks. The water here is still."
data/quic360/train/images/36271075675_5cb4bc83b8_f.jpg,arthitecture,The main architectural object is the remains of a large wooden schooner decaying in the middle of a large sandy area.
data/quic360/train/images/2999696552_935695cde8_o.jpg,location,This is in the middle of a large cemetery that has many rows for people to walk in between.
data/quic360/train/images/3334311756_4239bf40e7_k.jpg,location,This is a dessert with brown dirt on the ground and large mountains all over.
data/quic360/train/images/30754156824_e61b3d7ea7_o.jpg,location,Ancient stone ruins located near mountains outside of a forest.
data/quic360/train/images/50541284211_e2fb45b5c9_o.jpg,mountains,"We are in a craggy rock area of a mountain here. Below we can see lower valley areas, and in distance more mountain peaks far away."
data/quic360/train/images/3225842945_6503e1084b_o.jpg,art,"On the ground of the station, the floor is decorated in a pattern that resembles a city."
data/quic360/train/images/31852733175_1173768324_o.jpg,arthitecture,This is an old church with stone columns and stained-glass windows. It has very high arched ceilings.
data/quic360/train/images/50493705607_16ac907e03_f.jpg,art,"There is artwork surrounding the entire church. The ceiling has painting on it that are very famous, it may be the work of a great artist from history."
data/quic360/train/images/29620006146_7d4b4724d8_o.jpg,interior,"Inside a cave with many stalactites and light bouncing off. It is causing purple, blue and green lights off the rocs."
data/quic360/train/images/2048029282_6bb72698a8_o.jpg,people,A woman is standing by a road and some tall grasses. She has a yellow dress on. She has a green backpack on her back holding a camera.
data/quic360/train/images/49022195773_07a7a12845_o.jpg,location,A marina full of boats can be seen and most are small with the exception of one large one in the back.
data/quic360/train/images/50333140646_692d727107_o.jpg,people,The white man seems peeping while lying on the stone
data/quic360/train/images/39179123090_1d400830fb_f.jpg,location,"We are inside a sun dial. Notice along the area around us, various Roman numerals can be found, they might indicate time of day, according to the shadow."
data/quic360/train/images/4707806288_aef7c36ea1_o.jpg,lake,There is a dark colored lake surrounding a wooden walkway. The lake is big and spans for miles and miles.
data/quic360/train/images/48606944013_5567a0a45a_o.jpg,arthitecture,"A sort of ruin of an older building is visible, interestingly containing many nooks, likely suited for icons or statues. it's made of a beige concrete like material."
data/quic360/train/images/2395293239_b5c588c2b0_k.jpg,interior,"This is a modern art gallery, brightly lit and colorful."
data/quic360/train/images/29438732231_1bd07ed3b4_o.jpg,people,There are people gathered around a stair. it's etched into the side of a rocky canyon. There is a man with a bucket hat and glasses. Another is crouches and using camera.
data/quic360/train/images/30813172567_b382cbd6b9_o.jpg,arthitecture,"This structure is a sort of practical work of art, a feat of architecture. Stairs or ramps spiral upward in varying paths, lending a reward to those travelling upwards in a view of all distant lands here."
data/quic360/train/images/3804250940_2424fbbdcb_k.jpg,building,The image is captured outside of a red brick home with a short driveway leading to a small two-way neighborhood road with a cracked asphalt surface.
data/quic360/train/images/46954436575_0187272edf_o.jpg,landscape,THIS IS A GENENARAL OF AN OUTDOOR WITH MOUNTAINS AND RIVES
data/quic360/train/images/4219886355_41b1d153cc_o.jpg,building,"The inside of a hotel with high ceilings, decorate walls, complete with a reception desk and chandeliers can be seen."
data/quic360/train/images/5717998383_73a6079b45_k.jpg,weather,"The sky is mostly clear, with some clouds. The sun is shining brightly."
data/quic360/train/images/1020401664_0492ec546a_o.jpg,interior,"The image is captured from the interior perspective of a smart car, based on the word 'smart' transcribed in the steering wheel of the vehicle pictured."
data/quic360/train/images/5629017562_d3533ccff2_o.jpg,location,"A sort of flea market or an open air bazaar is seen. Clothing is sold here, food is also sold, and vendors hawk their wares outdoors."
data/quic360/train/images/31674188955_e44cf5d745_h.jpg,trees,There are lots of trees lined up on a walking path with purple Christmas lights strung up on them. They are smaller mid sized trees. Then there are taller pine trees at the back without any lights.
data/quic360/train/images/23919738588_be4398e251_f.jpg,sea,"A sea with breaking waves and blue green water opens widely outward, though there is a sort of sheltered bay here, which a sailboat takes advantage of."
data/quic360/train/images/40368861143_0210e755a1_o.jpg,building,There is a small house that looks like it is an office with red panels on the outside and one story. It is right at the end of train tracks and sitting next to a train.
data/quic360/train/images/27626433250_91cee62173_o.jpg,weather,The weather is quite cold because they are heavily bundles in jackets and gloves. There is thick snow covering hillside.
data/quic360/train/images/36510805430_5b7d857e34_o.jpg,people,A man wearing a yellow jacket and black pants also wears glasses. He grasps a cell phone to his chest.
data/quic360/train/images/1865924060_fa0d15b07e_k.jpg,landscape,A creek is running beneath a highway overpass crossing a grassy field.
data/quic360/train/images/8727278754_23c70a9d35_o.jpg,building,There are school type buildings scattered across a stony dirt lot. The main buildings are yellow with red roofs.
data/quic360/train/images/2420346496_fe39217d9e_k.jpg,people,Many people have gathered inside a brick building to do a photo shoot of some women in aprons.
data/quic360/train/images/3750267898_05e120b9be_k.jpg,people,There is people of different races and religion such as Muslims and white
data/quic360/train/images/50175522968_688ea4a6e4_o.jpg,building,"The structure is two story, with red bricks on the outside, and lots of arched windows."
data/quic360/train/images/3471911788_673fd4bf4d_k.jpg,location,This is in the middle of a desert.  Large rocky hills are seen all around with very little vegetation.
data/quic360/train/images/27635146147_85946ca9d9_o.jpg,interior,The inside of the building is very tight as the walls are made of glass. There is a light in the middle.
data/quic360/train/images/50872248193_bc3dac0253_o.jpg,arthitecture,The imagery is captured in the middle of an Asian city square that is identifiable based on its very distinguished building structure with sharply curved and pointed rooftops along with the Asian character symbols displayed.
data/quic360/train/images/2311782006_762f53c067_o.jpg,location,"The image is captured from a corner, elevated view of an immense football field that is completely empty and filled with open bleachers that resemble steps from one to the next."
data/quic360/train/images/6108824501_91f1953acc_o.jpg,arthitecture,There is a pair of small steel bridges that go through the docks as the lights reflect on them.
data/quic360/train/images/29546213287_209f4d7287_o.jpg,people,there are many people at the cemetery area viewing the area
data/quic360/train/images/26799084342_099f71f865_f.jpg,people,There are people around the building which may be a hotel
data/quic360/train/images/38250591732_0c0ff9421d_f.jpg,small objects,A two-wheeled bicycle that is mostly silver in color is parked under the arch of a building.
data/quic360/train/images/24108367280_576c86cffa_f.jpg,building,the building represents a worship area most likely for Muslims
data/quic360/train/images/25677812723_0a89b07fbb_o.jpg,landscape,The image is set to the side of some railroad tracks that wind through an elevated hillside that casts a view to the open waters and series of vegetation and plants that line the coastline before the waterway.
data/quic360/train/images/27082737883_057130766b_o.jpg,people,There is a woman wearing black clothing as she is holding a phone on her hand.
data/quic360/train/images/3644676526_d68346030c_o.jpg,location,This is taken from a few stories up in a building and shows the middle of a very large city.
data/quic360/train/images/8611564547_d37019ee5c_b.jpg,building,"This is an old, tall building made of stone. It has seven tiered levels, with each level somewhat smaller than the one below it. There is an arched window on the front of each level. On each side of the tall building, there are two smaller buildings that have that have a similar stone color."
data/quic360/train/images/36340491796_838acbb78e_f.jpg,monuments,"There is a statue of a man that appears to be walking. It is made out of copper, he is wearing a top hat, and is carrying a Sceptor."
data/quic360/train/images/3092377444_06159d2eb8_o.jpg,building,There is a large town with several buildings at the bottom of the hill that is next to a large lake.
data/quic360/train/images/48451277551_27c72ae348_f.jpg,sea,This image is taken along the shore of a very large sea at sunset or sunrise.
data/quic360/train/images/5838985312_36e9cf7a03_o.jpg,sea,"This is a lagoon where the sea is very vast and calm. It is a blue color, and is completely calm all the way out to the horizon."
data/quic360/train/images/33511062686_3d4d724f3f_o.jpg,sea,"A wide calm sea is visible here. Silvery gray water is still enough, with few white caps, so for now the sea is calm."
data/quic360/train/images/29091406304_d6c8a09e8e_o.jpg,location,They are on the rooftop with metal fans. There are many small packed gravel around the roof.
